Address,Beds,Baths,Area,Construction,Parking,Price,Latitude,Longitude
"340 E 80th St APT 6A, New York, NY 10075",1,2,0,0,0,875000,40.773414,-73.9533434
"201 E 17th St APT 7A, New York, NY 10003",1,1,650,0,0,875000,40.735227,-73.9853644
"305 W 98th St APT 1HN, New York, NY 10025",1,2,0,0,0,899000,40.7969916,-73.9728972
"525 E 86th St APT 20C, New York, NY 10028",1,1,0,0,0,975000,40.6212083,-74.0255723
"40 W 116th St #916, New York, NY 10026",2,1,880,0,0,995000,40.8011573,-73.9480824
"136 E 36th St APT 1G, New York, NY 10016",3,2,1262,0,0,995000,40.7475049,-73.9786191
"360 E 72nd St APT B1004, New York, NY 10021",1,1,0,0,0,975000,40.7677332,-73.9563296
"243 E 77th St APT 4B, New York, NY 10075",2,2,830,0,0,995000,40.77253,-73.9566393
"245 E 72nd St OFFICE 1C, New York, NY 10021",2,2,1082,0,0,995000,40.7692526,-73.9587713
"304 E 65th St APT 31D, New York, NY 10065",1,1,703,0,0,999000,40.7640879,-73.9615448
"204 W Houston St APT 5B, New York, NY 10014",1,2,0,0,0,995000,40.728374,-74.003567
"77 Fulton St APT 13K, New York, NY 10038",2,1,855,0,0,920000,40.7090349,-74.0046918
"250 E 49th St #19A, New York, NY 10017",1,1,647,0,0,949000,40.754646,-73.970387
"321 E 43rd St APT 201, New York, NY 10017",2,2,0,0,0,995000,40.7502197,-73.9703532
"15 W 53rd St #15H, New York, NY 10019",1,1,743,0,0,995000,40.7613535,-73.9773592
"303 Greenwich St #3A, New York, NY 10013",1,1,730,0,0,985000,40.716303,-74.010967
"142 W End Ave APT 11V, New York, NY 10023",1,1,0,0,0,945000,40.7799582,-73.9843708
"308 W 30th St APT 9B, New York, NY 10001",2,1,731,0,0,975000,40.74979,-73.996115
"56 W 82nd St #PARLOR6, New York, NY 10024",1,1,0,0,0,925000,40.783313,-73.972467
"23 10th St APT 222, New York, NY 10003",1,1,0,0,0,955000,42.8939379,-78.8808685
"506 E 119th St APT 2, New York, NY 10035",3,2,1200,0,0,975000,40.7965912,-73.9312653
"25 Indian Rd APT 2F, New York, NY 10034",3,2,1350,0,0,935000,40.8724174,-73.9187892
"345 E 81st St APT 14M, New York, NY 10028",1,1,900,0,0,975000,40.773874,-73.9519776
"500 Grand St #C9A, New York, NY 10002",2,1,1000,0,0,989000,40.714835,-73.983
"55 Wall St APT 610, New York, NY 10005",1,1,937,0,0,979000,40.7059031,-74.0093449
"845 United Nations Plz APT 11F, New York, NY 10017",0,1,580,0,0,950000,40.7525203,-73.9676887
"52 E End Ave APT 8A, New York, NY 10028",1,2,1308,0,0,949000,40.7722881,-73.9469856
"875 W End Ave APT 1A, New York, NY 10025",2,2,0,0,0,995000,40.7995837,-73.9702445
"224 E 52nd St APT 18, New York, NY 10022",1,1,630,0,0,940000,40.7564242,-73.968879
"345 W 58th St APT 11R, New York, NY 10019",1,1,860,0,0,999000,40.7686522,-73.9844227
"206 E 7th St #19/20, New York, NY 10009",2,2,0,0,0,950000,40.724511,-73.980356
"475 Park Ave APT 10B, New York, NY 10022",1,1,700,0,0,995000,40.7620253,-73.9701396
"340 E 74th St APT 12B, New York, NY 10021",2,2,0,0,0,999000,40.7692478,-73.9558697
"453 W 19th St APT 6B, New York, NY 10011",1,1,700,0,0,950000,40.7450552,-74.0051061
"300 E 71st St APT 3A, New York, NY 10021",2,1,0,0,0,930000,40.7678712,-73.9585337
"350 E 30th St APT 4G, New York, NY 10016",2,1,964,0,0,954000,40.7413178,-73.9757407
"205 W 54th St APT 3E, New York, NY 10019",2,2,1150,0,0,999999,40.7639513,-73.9819712
"301 E 79th St APT 15P, New York, NY 10075",1,1,700,0,0,925000,40.7733306,-73.9543581
"323 W 83rd St APT 3B, New York, NY 10024",2,1,0,0,0,975000,40.7875394,-73.9801768
"345 E 80th St APT 25J, New York, NY 10075",1,1,733,0,0,949000,40.7734385,-73.9523724
"233 E 69th St APT 2I, New York, NY 10021",1,1,0,0,0,960000,40.7671834,-73.9602686
"40 Pinehurst Ave #3A, New York, NY 10033",2,2,22901,0,0,900000,40.849939,-73.939863
"24 Bennett Ave APT 25B, New York, NY 10033",3,2,1320,0,0,995000,40.8514644,-73.9364215
"409 Hunter Ave, Staten Island, NY 10306",1,1,0,0,0,180000,40.5775414,-74.0958285
"(Undisclosed Address), Staten Island, NY 10310",3,2,0,0,0,159000,40.632943,-74.118669
"123 Roe St, Staten Island, NY 10310",2,1,1056,0,0,199000,40.6309192,-74.1212298
"22 Stratford Ave #B, Staten Island, NY 10301",1,1,680,0,0,159900,40.6191073,-74.0941281
"475 Armstrong Ave APT A4, Staten Island, NY 10308",1,1,900,0,0,189000,40.5450023,-74.1576074
"760 Seaview Ave, Staten Island, NY 10305",2,0,800,0,0,198000,40.5796917,-74.0791905
"172 Holland Ave, Staten Island, NY 10303",0,0,0,0,0,100000,40.6357357,-74.1712975
"49 Vera St APT A, Staten Island, NY 10305",1,1,650,0,0,188000,40.5847341,-74.097753
"2701 Goethals Rd N #B11, Staten Island, NY 10303",2,2,840,0,0,189000,40.626056,-74.177951
"6 New Ln APT 1C, Staten Island, NY 10305",0,1,436,0,0,199900,40.6118349,-74.0638952
"51 Vera St APT A, Staten Island, NY 10305",0,0,425,0,0,125000,40.5846197,-74.0978975
"0 Saint Pauls Ave, Staten Island, NY 10304",0,0,0,0,0,159000,40.6270049,-74.0840495
"1100 Clove Rd APT 3K, Staten Island, NY 10301",1,1,800,0,0,185000,40.6189402,-74.1071976
"36 Hamilton Ave APT 4N, Staten Island, NY 10301",0,1,400,0,0,185000,40.6449857,-74.078906
"0 Savoy St, Staten Island, NY 10306",0,0,0,0,0,149000,40.5643019,-74.1309736
"37 Vera St #A, Staten Island, NY 10305",0,1,450,0,0,117000,40.58483,-74.09679
"1100 Clove Rd APT 2D, Staten Island, NY 10301",2,1,800,0,0,199999,40.6189402,-74.1071976
"334 York Ave, Staten Island, NY 10301",0,0,0,0,0,129000,40.6382228,-74.0883221
"0 Layton Ave, Staten Island, NY 10301",0,0,0,0,0,149000,40.641548,-74.085365
"0 Park Pl, Staten Island, NY 10301",0,0,0,0,0,195000,40.6415715,-74.0900977
"38 Reid Ave, Staten Island, NY 10305",1,2,512,0,0,199000,40.5936669,-74.0802275
"10 Webster Ave, Staten Island, NY 10301",2,1,1920,0,0,199000,40.6353286,-74.0895909
"150 Colton St APT 1C, Staten Island, NY 10305",0,1,500,0,0,167777,40.6073711,-74.0748727
"0 The Blvd, Staten Island, NY 10314",0,0,0,0,0,125000,40.6186967,-74.1332062
"118 Grimsby St, Staten Island, NY 10306",0,0,0,0,0,129000,40.5751466,-74.092936
"92 Husson St APT B, Staten Island, NY 10305",1,1,600,0,0,199000,40.5848142,-74.0978575
"105 Roosevelt Ave, Staten Island, NY 10314",0,0,0,0,0,200000,40.6039849,-74.1327065
"1160 Richmond Rd APT 5D, Staten Island, NY 10304",0,1,600,0,0,179900,40.5982798,-74.0917053
"0 Baden Pl, Staten Island, NY 10306",0,0,0,0,0,199999,40.568789,-74.094606
"0 Victory Blvd, Staten Island, NY 10314",0,0,0,0,0,175000,40.6075676,-74.1597702
"38 Targee St, Staten Island, NY 10304",0,0,0,0,0,199000,40.6179166,-74.0851562
"0 Larkin St, Staten Island, NY 10302",0,0,0,0,0,150000,40.639451,-74.135518
"98 Husson St #C, Staten Island, NY 10305",0,1,350,0,0,139900,40.58548,-74.097337
"36 Hamilton Ave APT 1B, Staten Island, NY 10301",1,1,550,0,0,169000,40.6449857,-74.078906
"0 Rosewood Ln, Castleton, VT 05735",0,0,0,0,0,125000,43.660142,-73.188445
"1100 Clove Rd APT 3F, Staten Island, NY 10301",0,1,525,0,0,115000,40.6189402,-74.1071976
"585 Castleton Ave APT 2A, Staten Island, NY 10301",1,1,630,0,0,205000,40.634594,-74.102142
"20 Cliff St APT 3F, Staten Island, NY 10305",1,1,680,0,0,299000,40.61099,-74.0603219
"920 Armstrong Ave APT 1-3, Staten Island, NY 10308",2,1,905,0,0,299000,40.5569906,-74.1620083
"155 Arlo Rd #B, Staten Island, NY 10301",2,1,850,0,0,279000,40.6195932,-74.095286
"190 Vanderbilt Ave, Staten Island, NY 10304",3,1,1040,0,0,275000,40.6194781,-74.0778389
"3747 Amboy Rd APT 2B, Staten Island, NY 10308",1,1,750,0,0,275000,40.5523194,-74.1450886
"204 Arlington Pl, Staten Island, NY 10303",3,2,1350,0,0,285000,40.6357191,-74.1706595
"369 Hamden Ave, Staten Island, NY 10306",1,1,430,0,0,300000,40.5775111,-74.097702
"166 Roma Ave, Staten Island, NY 10306",3,1,768,0,0,229000,40.5617157,-74.1032558
"227 Anderson St, Staten Island, NY 10305",3,1,800,0,0,229999,40.6121564,-74.0666415
"204 Park Ave, Staten Island, NY 10302",0,0,1592,0,0,299000,40.6359172,-74.1337283
"163 Pond Way #A, Staten Island, NY 10303",2,1,845,0,0,299999,40.6346653,-74.1689818
"36 Hamilton Ave APT 6H, Staten Island, NY 10301",1,1,850,0,0,289500,40.6449857,-74.078906
"416 Hamden Ave, Staten Island, NY 10306",1,1,395,0,0,249900,40.5766549,-74.0965606
"92 Husson St APT C, Staten Island, NY 10305",1,1,650,0,0,205000,40.5848142,-74.0978575
"230 Ilyssa Way, Staten Island, NY 10312",2,2,1553,0,0,299999,40.5601622,-74.1844073
"267 Colony Ave, Staten Island, NY 10306",2,1,450,0,0,248000,40.5725233,-74.0924037
"148 Bard Ave APT 21B, Staten Island, NY 10310",2,1,735,0,0,250000,40.6410812,-74.1088465
"100 Colfax Ave APT 7C, Staten Island, NY 10306",2,1,946,0,0,285000,40.5795929,-74.1074795
"55 Austin Pl APT 6K, Staten Island, NY 10304",1,1,837,0,0,290000,40.6315336,-74.0856079
"1000 Clove Rd APT 2R, Staten Island, NY 10301",2,2,900,0,0,235000,40.6202769,-74.1098695
"108A Laurel Ave, Staten Island, NY 10304",3,2,1056,0,0,292500,40.6194213,-74.0820971
"163A Pond Way, Staten Island, NY 10303",2,1,845,0,0,299999,40.6347482,-74.16888
"65 Elmwood Park Dr APT 1, Staten Island, NY 10314",1,1,714,0,0,288000,40.5803218,-74.1613892
"755 Narrows Rd N APT 713, Staten Island, NY 10304",1,1,689,0,0,239000,40.6109781,-74.0953963
"55 Austin Pl APT 3G, Staten Island, NY 10304",2,1,865,0,0,249000,40.6315336,-74.0856079
"3745 Amboy Rd APT 14A, Staten Island, NY 10308",1,1,700,0,0,230000,40.5523426,-74.1443529
"14 Leonard Ave, Staten Island, NY 10314",0,0,0,0,0,224900,40.617125,-74.1318854
"185 Winding Woods Loop #74, Staten Island, NY 10307",1,1,819,0,0,299000,40.5018773,-74.2380461
"1298 Rockland Ave APT 1G, Staten Island, NY 10314",1,1,640,0,0,299000,40.594977,-74.1599892
"23 Richmond Ct #17A, Staten Island, NY 10303",2,1,847,0,0,235000,40.6394628,-74.1651931
"189 Pond Way #B, Staten Island, NY 10303",4,2,1398,0,0,299000,40.6347649,-74.168798
"65-1 Elmwood Park Dr, Staten Island, NY 10314",1,1,714,0,0,288000,40.5806451,-74.161561
"269 Maple Park Way #128, Staten Island, NY 10303",2,1,738,0,0,299000,40.626877,-74.156519
"755 Narrows Rd N, Staten Island, NY 10304",1,1,656,0,0,240000,40.6109781,-74.0953963
"1000 Clove Rd APT 10P, Staten Island, NY 10301",1,1,800,0,0,269900,40.6202769,-74.1098695
"55 Austin Pl APT 5L, Staten Island, NY 10304",1,1,837,0,0,280000,40.6315336,-74.0856079
"159 Arlo Rd #A, Staten Island, NY 10301",1,1,650,0,0,210000,40.6195646,-74.0954239
"22 Bay Ter APT 1G, Staten Island, NY 10306",1,1,625,0,0,249900,40.5554532,-74.1389703
"1000 Clove Rd APT 3A, Staten Island, NY 10301",2,2,11000,0,0,250000,40.6202769,-74.1098695
"10 Mickardan Ct, Staten Island, NY 10304",3,3,1386,0,0,399000,40.6174524,-74.082668
"175 Zoe St #10, Staten Island, NY 10305",1,1,705,0,0,355000,40.5847609,-74.1011196
"27 Winding Woods Loop, Staten Island, NY 10307",2,1,1314,0,0,399998,40.5026424,-74.2382159
"78 Prospect Ave, Staten Island, NY 10301",3,2,1240,0,0,399000,40.6396635,-74.0906825
"59 Stack Dr #A, Staten Island, NY 10312",2,1,860,0,0,349999,40.5477619,-74.1974846
"187 Aspen Knolls Way, Staten Island, NY 10312",2,2,1524,0,0,389000,40.5627841,-74.1842057
"50 Belair Rd APT 2J, Staten Island, NY 10305",2,1,971,0,0,329999,40.6107632,-74.0650743
"110 Faber St, Staten Island, NY 10302",3,2,832,0,0,389000,40.6380523,-74.1359074
"68 Windom Ave, Staten Island, NY 10305",2,1,660,0,0,389900,40.5956292,-74.0647023
"4 Stone Ln, Staten Island, NY 10314",2,2,1293,0,0,389000,40.5786085,-74.1578593
"369 Hamden Ave, Staten Island, NY 10306",1,1,430,0,0,300000,40.5775111,-74.097702
"339 Union Ave #31, Staten Island, NY 10303",3,3,1677,0,0,325000,40.6280734,-74.1576333
"11B Yafa Ct #B, Staten Island, NY 10314",2,1,1480,0,0,399999,40.6178571,-74.1492613
"47A McDivitt Ave, Staten Island, NY 10314",3,2,1233,0,0,489000,40.591071,-74.150934
"174 Myrtle Ave, Staten Island, NY 10310",4,2,1400,0,0,499888,40.6295849,-74.1176238
"1041 Rockland Ave #A, Staten Island, NY 10314",3,2,1233,0,0,495000,40.59072,-74.151589
"11 Vincent Ave, Staten Island, NY 10306",2,1,864,0,0,489900,40.5702832,-74.1236909
"31 Coventry Loop, Staten Island, NY 10312",3,3,1584,0,0,429000,40.5466067,-74.1988065
"43 Paris Ct, Staten Island, NY 10310",3,3,1260,0,0,475000,40.6361701,-74.1223567
"49 Laforge Ave, Staten Island, NY 10302",2,2,1070,0,0,485000,40.6315914,-74.1407459
"157-159 Greeley Ave, Staten Island, NY 10306",8,4,2072,0,0,459000,40.5778354,-74.1088611
"145 Clinton Pl, Staten Island, NY 10302",3,1,1216,0,0,410000,40.633377,-74.1398173
"454 Caswell Ave #2, Staten Island, NY 10314",3,2,1525,0,0,499000,40.6151907,-74.1516784
"242 Ashworth Ave #A, Staten Island, NY 10314",3,2,1233,0,0,449900,40.5921059,-74.1495814
"47A McDivitt Ave #1, Staten Island, NY 10314",3,2,1233,0,0,489000,40.591071,-74.150934
"30 Hill St, Staten Island, NY 10304",3,3,1400,0,0,448000,40.621566,-74.0787834
"25 Susan Ct, Staten Island, NY 10304",3,2,1200,0,0,460000,40.621555,-74.07859
"9 Dix Pl, Staten Island, NY 10304",3,2,1504,0,0,499000,40.6200934,-74.0795307
"30 Chesebrough St, Staten Island, NY 10312",2,2,2176,0,0,469000,40.5461218,-74.1680653
"1235 Forest Hill Rd #1B, Staten Island, NY 10314",2,2,886,0,0,460000,40.58917,-74.145663
"503 Willow Rd E, Staten Island, NY 10314",3,2,1500,0,0,469000,40.6126451,-74.150941
"11 Quinn St, Staten Island, NY 10304",3,2,916,0,0,460000,40.624572,-74.0781821
"21 Bell St, Staten Island, NY 10305",3,1,560,0,0,499000,40.6136384,-74.0763676
"17 Nicholas Ave, Staten Island, NY 10302",3,3,1400,0,0,479900,40.6391976,-74.1389699
"30 Emily Ln, Staten Island, NY 10312",2,3,1354,0,0,414900,40.5610556,-74.1843992
"460 Caswell Ave #2, Staten Island, NY 10314",3,2,1525,0,0,475000,40.6152305,-74.1519461
"107 Park Hill Cir, Staten Island, NY 10304",3,2,1134,0,0,465000,40.6168651,-74.0781909
"79 Cortlandt St, Staten Island, NY 10302",3,1,2062,0,0,425000,40.62939,-74.1327587
"14 Alcott St, Staten Island, NY 10312",3,2,1152,0,0,458000,40.5524722,-74.2009882
"39 Lynn Ct, Staten Island, NY 10314",3,2,1097,0,0,445000,40.6212427,-74.1499703
"237 Jamie Ln, Staten Island, NY 10312",3,4,1354,0,0,459900,40.5616331,-74.1844195
"122 Watchogue Rd, Staten Island, NY 10314",3,3,1180,0,0,599000,40.6150894,-74.1341293
"585 Greeley Ave, Staten Island, NY 10306",3,2,1520,0,0,549000,40.5704511,-74.0944186
"17 Fairbanks Ave, Staten Island, NY 10306",3,3,1448,0,0,598000,40.5626669,-74.1323865
"23 Hickory Cir, Staten Island, NY 10312",3,3,1567,0,0,549888,40.5518585,-74.1917802
"346 Seaver Ave, Staten Island, NY 10305",3,3,1150,0,0,599999,40.5814608,-74.0935536
"104 Belfast Ave, Staten Island, NY 10306",3,2,1225,0,0,599000,40.5721051,-74.1261646
"116 Marine Way, Staten Island, NY 10306",2,1,1372,0,0,539000,40.5627224,-74.1018436
"140 Nicholas Ave, Staten Island, NY 10302",3,2,1620,0,0,549999,40.6366813,-74.1403569
"586 Henderson Ave, Staten Island, NY 10310",5,2,1292,0,0,599000,40.6374006,-74.1120421
"226 Ashworth Ave, Staten Island, NY 10314",3,2,1280,0,0,569000,40.5916548,-74.1489775
"3744 Amboy Rd, Staten Island, NY 10308",3,1,1662,0,0,549900,40.5518017,-74.1441699
"226 Balsam Pl, Staten Island, NY 10309",4,2,1880,0,0,599000,40.5478298,-74.2136002
"351 Guyon Ave, Staten Island, NY 10306",4,2,2776,0,0,550000,40.5591165,-74.1175267
"92 David St, Staten Island, NY 10308",3,3,0,0,0,598888,40.5418778,-74.149959
"403 Manhattan St, Staten Island, NY 10307",3,2,1490,0,0,599888,40.5001663,-74.2407192
"54 Lamberts Ln, Staten Island, NY 10314",3,3,1260,0,0,588999,40.6148546,-74.1595389
"4114 Richmond Ave, Staten Island, NY 10312",4,2,1258,0,0,599999,40.5379217,-74.1594928
"90 Arrowood Ct #590-1205, Staten Island, NY 10309",3,3,2100,0,0,599000,40.5491497,-74.2120878
"86 Arlington Pl, Staten Island, NY 10303",4,3,1980,0,0,549000,40.6356835,-74.1667922
"2016 Richmond Rd, Staten Island, NY 10306",2,3,1500,0,0,589000,40.5823489,-74.1093832
"47 Venus Ln, Staten Island, NY 10314",3,3,1500,0,0,599000,40.5818012,-74.1558037
"167 Tysens Ln, Staten Island, NY 10306",3,2,1292,0,0,599000,40.5705048,-74.1272196
"11 Mersereau Ave, Staten Island, NY 10303",4,3,0,0,0,549999,40.6383218,-74.1632621
"27 Berry Ct #565, Staten Island, NY 10309",3,3,2100,0,0,549000,40.5499958,-74.2119412
"17 Erwin Ct, Staten Island, NY 10306",3,3,1685,0,0,599000,40.566529,-74.1278935
"170 Woolley Ave, Staten Island, NY 10314",3,1,962,0,0,599900,40.6200574,-74.1390547
"460 N Burgher Ave, Staten Island, NY 10310",3,2,1778,0,0,674999,40.6298707,-74.1137392
"123 Hooper Ave, Staten Island, NY 10306",6,2,2522,0,0,665000,40.5567273,-74.13277
"462 Hunter Ave, Staten Island, NY 10306",3,2,1350,0,0,625000,40.5763817,-74.0944072
"156 Boundary Ave, Staten Island, NY 10306",3,3,1560,0,0,669000,40.5789162,-74.0995191
"91 Acacia Ave, Staten Island, NY 10308",3,2,1396,0,0,639000,40.5453153,-74.1533517
"233 Butler Ave, Staten Island, NY 10307",3,2,1200,0,0,629000,40.5090959,-74.2482171
"1187 Father Capodanno Blvd, Staten Island, NY 10306",3,3,1567,0,0,699000,40.5691978,-74.0918908
"412 Burgher Ave, Staten Island, NY 10305",3,2,1080,0,0,600000,40.5890755,-74.0856373
"19 Monroe Ave, Staten Island, NY 10301",3,2,1879,0,0,699000,40.6413076,-74.0792939
"12 Justin Ave, Staten Island, NY 10306",3,4,2250,0,0,699999,40.5574235,-74.1371131
"181 Beach Ave, Staten Island, NY 10306",3,2,1400,0,0,629900,40.5705385,-74.1182538
"391 Riedel Ave, Staten Island, NY 10306",3,3,1400,0,0,619900,40.5640434,-74.130199
"51 Osgood Ave, Staten Island, NY 10304",6,2,2600,0,0,629000,40.6191308,-74.0840014
"208 Dickie Ave, Staten Island, NY 10314",2,2,1224,0,0,619900,40.6188431,-74.1377067
"33 Groton St, Staten Island, NY 10312",4,2,1632,0,0,699000,40.5356424,-74.1487018
"168 Moreland St, Staten Island, NY 10306",3,3,1900,0,0,698000,40.5752142,-74.0960182
"461 Pendale St, Staten Island, NY 10306",2,2,960,0,0,699000,40.5613206,-74.1207086
"94 Cranford Ave, Staten Island, NY 10306",3,2,2112,0,0,699000,40.5726571,-74.1282659
"297 Clarke Ave, Staten Island, NY 10306",3,2,2000,0,0,699000,40.5684768,-74.1409079
"82 Rye Ave, Staten Island, NY 10312",3,3,1560,0,0,629000,40.5451853,-74.1717404
"496 Greeley Ave, Staten Island, NY 10306",3,3,973,0,0,674999,40.5718509,-74.0979044
"139 Arlington Ave, Staten Island, NY 10303",4,2,1484,0,0,629900,40.6368486,-74.1671873
"33 Harrison St, Staten Island, NY 10304",4,3,2695,0,0,669999,40.6243535,-74.0755886
"48 Robin Ct, Staten Island, NY 10309",3,3,2400,0,0,649900,40.5365655,-74.2223804
"49 Legion Pl, Staten Island, NY 10305",3,3,1344,0,0,649999,40.6048529,-74.0746794
"45 Scott Ave, Staten Island, NY 10305",6,4,2350,0,0,674999,40.5923449,-74.07974
"3553 Hylan Blvd, Staten Island, NY 10308",3,2,1472,0,0,639000,40.5511078,-74.1354082
"569 Oakland Ave, Staten Island, NY 10310",4,3,1365,0,0,670000,40.6276727,-74.1093248
"27 Millennium Loop, Staten Island, NY 10309",3,3,1832,0,0,689900,40.5474866,-74.2161163
"3 Hammock Ln, Staten Island, NY 10312",3,3,2392,0,0,649900,40.5493395,-74.1986901
"35 Center Pl, Staten Island, NY 10306",3,3,1400,0,0,629000,40.5632137,-74.1002321
"734 Jewett Ave, Staten Island, NY 10314",3,2,1850,0,0,650000,40.6187334,-74.1316376
"161 Holly Ave, Staten Island, NY 10308",6,4,2392,0,0,899000,40.5474142,-74.1543032
"26 Morris St, Staten Island, NY 10309",4,4,2000,0,0,875000,40.5533518,-74.211424
"38 Wild Ave, Staten Island, NY 10314",6,5,2186,0,0,899999,40.5928196,-74.1912523
"32 Otis Ave, Staten Island, NY 10306",3,2,2000,0,0,824999,40.5775029,-74.1161488
"486 Medina St, Staten Island, NY 10306",3,3,1800,0,0,838888,40.5588069,-74.120394
"645 Ionia Ave, Staten Island, NY 10312",3,2,1710,0,0,849000,40.5382128,-74.1941884
"10 Dahlia St, Staten Island, NY 10312",6,2,1307,0,0,850000,40.543248,-74.198914
"175 Buffalo St, Staten Island, NY 10306",4,4,2264,0,0,899000,40.5577916,-74.1297819
"85 Laredo Ave, Staten Island, NY 10312",3,3,2272,0,0,895000,40.549656,-74.1706506
"306 Sleight Ave, Staten Island, NY 10307",4,2,1692,0,0,899000,40.5099585,-74.2424497
"98A Sinclair Ave, Staten Island, NY 10312",3,4,2128,0,0,899999,40.548548,-74.184169
"50 Raritan Ave, Staten Island, NY 10304",4,5,2323,0,0,858000,40.5935238,-74.0973336
"61 El Camino Loop, Staten Island, NY 10309",3,3,1978,0,0,850000,40.5374365,-74.2134678
"47 Wheeler Ave, Staten Island, NY 10314",5,3,2578,0,0,835000,40.6110378,-74.1309282
"9 Hewitt Ave, Staten Island, NY 10301",5,4,2302,0,0,899999,40.6099065,-74.0996126
"335 Edgegrove Ave, Staten Island, NY 10312",5,3,4389,0,0,899000,40.5408079,-74.1834499
"444 Stafford Ave, Staten Island, NY 10312",5,4,3000,0,0,868000,40.5435112,-74.1926576
"108 Bayview Ave, Staten Island, NY 10309",3,2,1764,0,0,889000,40.5226272,-74.2053149
"18 Ellsworth Ave, Staten Island, NY 10312",4,2,2660,0,0,829500,40.5420481,-74.2001566
"238 Yetman Ave, Staten Island, NY 10307",4,4,3780,0,0,890999,40.5104688,-74.2444835
"147 Steuben St, Staten Island, NY 10304",3,3,2108,0,0,880000,40.6089505,-74.0831053
"344 Rose Ave, Staten Island, NY 10306",4,3,1321,0,0,829900,40.5699769,-74.1126133
"32 Devon Pl, Staten Island, NY 10301",4,3,2028,0,0,850000,40.6388383,-74.1013591
"285 Adelaide Ave, Staten Island, NY 10306",3,3,3300,0,0,899999,40.5600913,-74.121404
"37 Minna St, Staten Island, NY 10304",4,2,1872,0,0,819000,40.5938969,-74.0915689
"37 Pond St, Staten Island, NY 10309",3,3,1708,0,0,879000,40.5524672,-74.2104422
"634 Jewett Ave, Staten Island, NY 10314",5,2,1344,0,0,899000,40.6211954,-74.1320203
"422 London Rd, Staten Island, NY 10306",3,3,1560,0,0,885000,40.5767824,-74.1416016
"65 Mountainview Ave, Staten Island, NY 10314",5,3,2160,0,0,889888,40.6109598,-74.1264758
"379 Mosley Ave, Staten Island, NY 10312",3,3,2550,0,0,848000,40.543532,-74.165281
"353 Yetman Ave, Staten Island, NY 10307",3,4,2100,0,0,888000,40.5077615,-74.2424239
"11 Hunton St, Staten Island, NY 10304",3,3,2350,0,0,889900,40.5988627,-74.0923609
"18 Chianti Ct, Staten Island, NY 10304",4,4,2100,0,0,828000,40.608389,-74.093684
"206 Ramapo Ave, Staten Island, NY 10309",5,3,2160,0,0,899999,40.5398071,-74.2090531
"4969 Amboy Rd, Staten Island, NY 10312",3,2,1040,0,0,845000,40.5369172,-74.1764233
"37 Reno Ave, Staten Island, NY 10306",5,4,1920,0,0,899000,40.5682044,-74.1212394
"501 Oak Ave, Staten Island, NY 10306",5,3,2600,0,0,889000,40.5599589,-74.1143297
"11 Dellwood Rd, Staten Island, NY 10304",3,3,1564,0,0,899000,40.5978413,-74.0932114
"82 Piedmont Ave, Staten Island, NY 10305",3,4,2314,0,0,850000,40.6018603,-74.0750967
"40 Culotta Ln, Staten Island, NY 10309",4,4,2599,0,0,899000,40.5076183,-74.2272676
"151 Dawson Cir, Staten Island, NY 10314",5,4,2808,0,0,949999,40.6049582,-74.1676397
"112 Sheraden Ave, Staten Island, NY 10314",3,1,2288,0,0,919000,40.6087057,-74.1384223
"30 Beverly Rd, Staten Island, NY 10305",4,4,2256,0,0,999000,40.5988185,-74.0744127
"318 Dewey Ave, Staten Island, NY 10308",4,4,2200,0,0,959000,40.5537741,-74.1535949
"64 Chatham St, Staten Island, NY 10312",4,4,2424,0,0,999000,40.5624411,-74.1824522
"51 Dorval Ave, Staten Island, NY 10312",3,3,2275,0,0,949000,40.5592666,-74.1756907
"150 Freedom Ave, Staten Island, NY 10314",4,4,2556,0,0,929000,40.5957644,-74.1638891
"428 Getz Ave, Staten Island, NY 10312",3,4,1760,0,0,938000,40.548603,-74.1645562
"173 Slater Blvd, Staten Island, NY 10305",5,3,1720,0,0,999000,40.5811016,-74.0900278
"84 Fingerboard Rd, Staten Island, NY 10305",4,5,2044,0,0,949000,40.607705,-74.0650032
"208 Sinclair Ave, Staten Island, NY 10312",5,4,2156,0,0,929000,40.5457022,-74.1864256
"106 Gary St, Staten Island, NY 10312",3,3,2300,0,0,998888,40.5610085,-74.1818932
"7 Martin Ave, Staten Island, NY 10314",3,4,2400,0,0,995000,40.6111837,-74.1400104
"4 Bidwell Ave, Staten Island, NY 10314",4,3,2432,0,0,915000,40.6229137,-74.1358445
"164 Hereford St, Staten Island, NY 10308",4,4,1392,0,0,929000,40.5606579,-74.1540575
"987 Westwood Ave, Staten Island, NY 10314",5,4,2704,0,0,950000,40.6059298,-74.144659
"96 W Cedarview Ave, Staten Island, NY 10306",3,3,1800,0,0,999000,40.5677726,-74.1386594
"39 Woodrose Ln, Staten Island, NY 10309",5,4,2262,0,0,988000,40.5357659,-74.2150478
"782 Ionia Ave, Staten Island, NY 10312",4,2,2856,0,0,999999,40.5365087,-74.1988245
"243 Carteret St, Staten Island, NY 10307",4,4,2811,0,0,989000,40.5024925,-74.2462702
"156 Petrus Ave, Staten Island, NY 10312",5,4,2127,0,0,925000,40.5461823,-74.1718194
"19 Robinson Ave, Staten Island, NY 10312",4,3,2450,0,0,999900,40.5359487,-74.1480989
